target_month,permno,ticker,company_name,weight,ret_exc_lead1m,pred
2023-03-31,90856,ATRC,ATRICURE INC,0.01,0.072985,0.02955224608089626
2023-03-31,75573,ODP,O D P CORP,0.01,-0.010263,0.029551882551885608
2023-03-31,15937,EDIT,EDITAS MEDICINE INC,0.01,-0.201647,0.029372757761472183
2023-03-31,88159,EXEL,EXELIXIS INC,0.01,0.132779,0.029318103098334873
2023-03-31,20117,RAMP,LIVERAMP HOLDINGS INC,0.01,-0.07558000000000001,0.0292209459236282
2023-03-31,79859,NYCB,NEW YORK COMMUNITY BANCORP INC,0.01,0.014379999999999999,0.029144251748044574
2023-03-31,17342,DBX,DROPBOX INC,0.01,0.056166,0.029062572877604102
2023-03-31,17374,RCUS,ARCUS BIOSCIENCES INC,0.01,-0.001991,0.029030895863575552
2023-03-31,57665,NKE,NIKE INC,0.01,0.031674999999999995,0.029005919846082834
2023-03-31,64995,KEY,KEYCORP NEW,0.01,-0.319111,0.028993652643491685
2023-03-31,64194,CHE,CHEMED CORP NEW,0.01,0.027364,0.028819729032666788
2023-03-31,84511,VCEL,VERICEL CORP,0.01,-0.039482,0.028805882248069493
2023-03-31,16068,RETA,REATA PHARMACEUTICALS INC,0.01,1.9132689999999999,0.028757481257579244
2023-03-31,14325,TNDM,TANDEM DIABETES CARE INC,0.01,0.128822,0.02870919062135041
2023-03-31,18137,ALLO,ALLOGENE THERAPEUTICS INC,0.01,-0.225685,0.02858567725235881
2023-03-31,19660,SUMO,SUMO LOGIC INC,0.01,0.005628999999999999,0.028568725293348272
2023-03-31,21957,RELY,REMITLY GLOBAL INC,0.01,0.15494,0.02856290278358342
2023-03-31,19358,NARI,INARI MEDICAL INC,0.01,0.093767,0.02852477112108251
2023-03-31,21723,HOOD,ROBINHOOD MARKETS INC,0.01,-0.039388,0.02850537891107223
2023-03-31,19578,DCT,DUCK CREEK TECHNOLOGIES INC,0.01,-0.00047000000000000037,0.028482684201262175
2023-03-31,93272,CALX,CALIX INC,0.01,0.044065,0.028419277337757204
2023-03-31,19788,PLTR,PALANTIR TECHNOLOGIES INC,0.01,0.074168,0.028306105920279725
2023-03-31,15440,WING,WINGSTOP INC,0.01,0.075234,0.028255870292551326
2023-03-31,18134,UPWK,UPWORK INC,0.01,-0.0054020000000000006,0.02797747010196857
2023-03-31,15826,SQ,BLOCK INC,0.01,-0.108942,0.02793578926731173
2023-03-31,93132,FTNT,FORTINET INC,0.01,0.114464,0.027905816985044886
2023-03-31,15707,HPE,HEWLETT PACKARD ENTERPRISE CO,0.01,0.025419,0.027889942570304332
2023-03-31,79909,MHO,M I HOMES INC,0.01,0.08713,0.027876777756536436
2023-03-31,18135,GH,GUARDANT HEALTH INC,0.01,-0.244816,0.02785534208595837
2023-03-31,35044,RF,REGIONS FINANCIAL CORP NEW,0.01,-0.20005,0.02784122219974248
2023-03-31,12579,GEVO,GEVO INC,0.01,-0.171206,0.027812815166840893
2023-03-31,14889,CFG,CITIZENS FINANCIAL GROUP INC,0.01,-0.276387,0.027659573347296636
2023-03-31,66157,USB,U S BANCORP DEL,0.01,-0.238121,0.027623848507519908
2023-03-31,89946,AEL,AMERICAN EQUITY INVT LIFE HLDG C,0.01,-0.127528,0.027354533185807405
2023-03-31,13188,POST,POST HOLDINGS INC,-0.01,-0.004638,-0.0017142462346694635
2023-03-31,90090,SBNY,SIGNATURE BANK NEW YORK N Y,-0.01,-0.5777363000000001,-0.001723979845813189
2023-03-31,22551,FNGR,FINGERMOTION INC,-0.01,0.038029,-0.0017443097103764203
2023-03-31,93423,SIX,SIX FLAGS ENTERTAINMENT CORP,-0.01,0.008104,-0.0017457351954263418
2023-03-31,19751,LCID,LUCID GROUP INC,-0.01,-0.123025,-0.0017521466290836719
2023-03-31,91531,OC,OWENS CORNING NEW,-0.01,-0.018848,-0.0019557390746546173
2023-03-31,44206,ES,EVERSOURCE ENERGY,-0.01,0.044424,-0.0020010164762699276
2023-03-31,43123,ATI,A T I INC,-0.01,-0.032912000000000004,-0.002105240003594652
2023-03-31,88360,MRVL,MARVELL TECHNOLOGY INC,-0.01,-0.044613,-0.002211599596005179
2023-03-31,61188,SWX,SOUTHWEST GAS HOLDINGS INC,-0.01,-0.012525000000000001,-0.0022671211644535675
2023-03-31,32707,HP,HELMERICH & PAYNE INC,-0.01,-0.154066,-0.002322686667877631
2023-03-31,80926,CPE,CALLON PETROLEUM CO DEL,-0.01,-0.140893,-0.002324289693713245
2023-03-31,63773,TDS,TELEPHONE & DATA SYSTEMS INC,-0.01,-0.160666,-0.0023420605345905107
2023-03-31,91392,TNL,TRAVEL & LEISURE CO,-0.01,-0.057882,-0.0023820223570550636
2023-03-31,18224,AMR,ALPHA METALLURGICAL RES INC,-0.01,-0.071113,-0.002455617716631553
2023-03-31,10696,FISV,FISERV INC,-0.01,-0.021537,-0.0024772273571442693
2023-03-31,25232,OKE,ONEOK INC NEW,-0.01,-0.032821,-0.0026035064298021316
2023-03-31,91668,IPGP,I P G PHOTONICS CORP,-0.01,-0.0030700000000000002,-0.0029379328488332943
2023-03-31,12476,TRGP,TARGA RESOURCES CORP,-0.01,-0.019158,-0.0030161297934306695
2023-03-31,19316,MSGE,MADISON SQUARE GARDEN ENTMT CORP,-0.01,-0.027757999999999998,-0.0030177256210905633
2023-03-31,55001,TRN,TRINITY INDUSTRIES INC,-0.01,-0.130833,-0.0030255270617564403
2023-03-31,18563,PLMR,PALOMAR HOLDINGS INC,-0.01,-0.083638,-0.003048589037671143
2023-03-31,91659,ALGT,ALLEGIANT TRAVEL CO,-0.01,-0.10671,-0.0031066792611978197
2023-03-31,91403,KALU,KAISER ALUMINUM CORP,-0.01,-0.062766,-0.003184166434072537
2023-03-31,50606,TDW,TIDEWATER INC NEW,-0.01,-0.10109900000000001,-0.003227730754321683
2023-03-31,76712,AES,A E S CORP,-0.01,-0.027948999999999998,-0.0032909284100315316
2023-03-31,28484,HES,HESS CORP,-0.01,-0.017843,-0.00329913929447119
2023-03-31,89002,BFH,BREAD FINANCIAL HOLDINGS INC,-0.01,-0.26538599999999996,-0.0033195531277589816
2023-03-31,91516,AWI,ARMSTRONG WORLD INDS INC NEW,-0.01,-0.097197,-0.0033528210189357234
2023-03-31,22618,TPG,T P G INC,-0.01,-0.115388,-0.0034614788316618475
2023-03-31,27633,R,RYDER SYSTEMS INC,-0.01,-0.09218900000000001,-0.003491333024897861
2023-03-31,76732,DIN,DINE BRANDS GLOBAL INC,-0.01,-0.11454600000000001,-0.003712690390422581
2023-03-31,17478,SPGI,S & P GLOBAL INC,-0.01,0.0068249999999999995,-0.003731091938611838
2023-03-31,13356,PSX,PHILLIPS 66,-0.01,-0.015144000000000001,-0.003966878436849827
2023-03-31,22928,DO,DIAMOND OFFSHORE DRILLING INC,-0.01,0.00983,-0.0041790123989627285
2023-03-31,87426,LCII,L C I INDUSTRIES,-0.01,-0.020557,-0.004235811978517088
2023-03-31,77595,ARCB,ARCBEST CORP,-0.01,-0.042931000000000004,-0.004489985184735538
2023-03-31,93002,AVGO,BROADCOM INC,-0.01,0.08366699999999999,-0.004494364664063194
2023-03-31,89134,OVV,OVINTIV INC,-0.01,-0.154355,-0.004582419617922684
2023-03-31,18368,NFE,NEW FORTRESS ENERGY INC,-0.01,-0.108429,-0.004666343966678019
2023-03-31,21029,RUM,RUMBLE INC,-0.01,0.237057,-0.0047295853380915995
2023-03-31,19076,ASTS,A S T SPACEMOBILE INC,-0.01,-0.214818,-0.004774732907420047
2023-03-31,14579,PAYC,PAYCOM SOFTWARE INC,-0.01,0.048081,-0.004819846574716539
2023-03-31,21890,BROS,DUTCH BROS INC,-0.01,-0.055212000000000004,-0.004821800298683827
2023-03-31,16436,ARCH,ARCH RESOURCES INC,-0.01,-0.168176,-0.0048633374200399496
2023-03-31,19081,SITM,SITIME CORP,-0.01,0.141992,-0.004969962334514749
2023-03-31,20193,AI,C3 AI INC,-0.01,0.483076,-0.005043192749002277
2023-03-31,16653,HCC,WARRIOR MET COAL INC,-0.01,-0.044401,-0.005162930182230645
2023-03-31,22085,PTLO,PORTILLOS INC,-0.01,-0.063057,-0.005285414102758146
2023-03-31,25452,PEGY,PINEAPPLE ENERGY INC,-0.01,-0.130012,-0.005344078748886835
2023-03-31,17787,EQH,EQUITABLE HOLDINGS INC,-0.01,-0.195554,-0.0054235992752531634
2023-03-31,16771,MGY,MAGNOLIA OIL & GAS CORP,-0.01,-0.002265,-0.005472357045645538
2023-03-31,15540,RILY,B RILEY FINANCIAL INC,-0.01,-0.27037799999999995,-0.005518827692597405
2023-03-31,62341,PDCE,P D C ENERGY INC,-0.01,-0.041669000000000005,-0.005554944956877592
2023-03-31,17812,EXPI,E X P WORLD HOLDINGS INC,-0.01,0.051072,-0.005659805589937157
2023-03-31,90126,CYTK,CYTOKINETICS INC,-0.01,-0.192061,-0.0056644885524316044
2023-03-31,19752,DEN,DENBURY INC,-0.01,0.047459999999999995,-0.005671041476831661
2023-03-31,21594,DNUT,KRISPY KREME INC,-0.01,0.191596,-0.005676706690189938
2023-03-31,23272,SHPH,SHUTTLE PHARMACEUTICALS HLDG INC,-0.01,-0.296191,-0.005851974850218098
2023-03-31,90386,MOS,MOSAIC CO NEW,-0.01,-0.133244,-0.006160691563875
2023-03-31,20923,EDR,ENDEAVOR GROUP HOLDINGS INC,-0.01,0.068975,-0.006230210937073202
2023-03-31,14541,CVX,CHEVRON CORP NEW,-0.01,0.011228,-0.006275170446143409
2023-03-31,91103,UAL,UNITED AIRLINES HOLDINGS INC,-0.01,-0.152021,-0.0063286593201050765
2023-03-31,79444,TALO,TALOS ENERGY INC,-0.01,-0.170398,-0.006371907096557957
2023-03-31,13124,VTLE,VITAL ENERGY INC,-0.01,-0.11747300000000001,-0.006405097353410409
2023-03-31,25487,CAR,AVIS BUDGET GROUP INC,-0.01,-0.116813,-0.006664100005422396
2023-03-31,11850,XOM,EXXON MOBIL CORP,-0.01,-0.005913,-0.006822926535946119
2023-03-31,21053,BBAI,BIGBEAR AI HOLDINGS INC,-0.01,-0.173706,-0.0068488836961137
2023-03-31,21020,AAL,AMERICAN AIRLINES GROUP INC,-0.01,-0.080609,-0.006913648665570123
2023-03-31,90988,BKD,BROOKDALE SENIOR LIVING INC,-0.01,-0.090325,-0.007043886803828217
2023-03-31,22088,FLNC,FLUENCE ENERGY INC,-0.01,0.08098999999999999,-0.007098392673106918
2023-03-31,20870,RXDX,PROMETHEUS BIOSCIENCES INC,-0.01,-0.126769,-0.007141955130987971
2023-03-31,19098,HESM,HESS MIDSTREAM L P,-0.01,0.051795999999999995,-0.007280477531695749
2023-03-31,34833,OXY,OCCIDENTAL PETROLEUM CORP,-0.01,0.065617,-0.007517791783033518
2023-03-31,39490,APA,A P A CORP,-0.01,-0.064086,-0.007559595218854192
2023-03-31,23271,HPCO,HEMPACCO CO INC,-0.01,-0.31808,-0.007805826985143953
2023-03-31,85401,SIGA,S I G A TECHNOLOGIES INC,-0.01,-0.164222,-0.0086832493757778
2023-03-31,83244,CENX,CENTURY ALUMINUM CO,-0.01,-0.17513800000000002,-0.009705806610493297
2023-03-31,20391,TPL,TEXAS PACIFIC LAND CORP,-0.01,-0.046365,-0.010075033365981393
2023-03-31,13641,FANG,DIAMONDBACK ENERGY INC,-0.01,-0.022445999999999997,-0.010322532171785215
2023-03-31,66739,SBOW,SILVERBOW RESOURCES INC,-0.01,-0.075531,-0.010586404759662544
2023-03-31,16755,APRN,BLUE APRON HOLDINGS INC,-0.01,-0.26157899999999995,-0.011392263636519294
2023-03-31,57817,JWN,NORDSTROM INC,-0.01,-0.159016,-0.011492010945060105
2023-03-31,16086,HTZ,HERTZ GLOBAL HOLDINGS INC NEW,-0.01,-0.123573,-0.011906522329448032
2023-03-31,23352,AMPX,AMPRIUS TECHNOLOGIES INC,-0.01,0.37234900000000004,-0.01211837525911313
2023-03-31,91926,DAL,DELTA AIR LINES INC,-0.01,-0.09284,-0.012462214161853594
2023-03-31,16778,ATXI,AVENUE THERAPEUTICS INC,-0.01,0.045911999999999994,-0.01305720728163509
2023-03-31,12788,KOS,KOSMOS ENERGY LTD DE,-0.01,-0.058276,-0.013259355581196569
2023-03-31,21597,PECO,PHILLIPS EDISON & COMPANY INC,-0.01,-0.043954,-0.013599601316712688
2023-03-31,19539,CANO,CANO HEALTH INC,-0.01,-0.452123,-0.013738062544972328
2023-03-31,16529,ROCC,RANGER OIL CORP,-0.01,-0.017567,-0.014886063157121739
2023-03-31,20891,ULCC,FRONTIER GROUP HOLDINGS INC,-0.01,-0.166903,-0.015205823272829625
2023-03-31,90926,ALT,ALTIMMUNE INC,-0.01,-0.668451,-0.015484225948173986
2023-03-31,16795,PIXY,SHIFTPIXY INC,-0.01,-0.138667,-0.015845402741857334
2023-03-31,92601,NOG,NORTHERN OIL & GAS INC,-0.01,-0.014742,-0.0192316250042935
2023-03-31,23054,SOUN,SOUNDHOUND AI INC,-0.01,-0.08056100000000001,-0.020052963068242946
2023-03-31,20439,MSGM,MOTORSPORT GAMES INC,-0.01,-0.377264,-0.021232094833330502
2023-03-31,14328,AMC,A M C ENTERTAINMENT HOLDINGS INC,-0.01,-0.301957,-0.022536260736368358
2023-03-31,91915,CNK,CINEMARK HOLDINGS INC,-0.01,0.083063,-0.025012025600758846
2023-03-31,22771,COSM,COSMOS HEALTH INC,-0.01,0.049933,-0.02539900808902608
2023-04-30,82779,NVAX,NOVAVAX INC,0.01,0.103142,0.0649767963483449
2023-04-30,90177,ACAD,ACADIA PHARMACEUTICALS,0.01,0.12972899999999998,0.058366420588582914
2023-04-30,13947,BLUE,BLUEBIRD BIO INC,0.01,0.364285,0.051348416742882055
2023-04-30,13643,ICPT,INTERCEPT PHARMACEUTICALS INC,0.01,0.28601000000000004,0.050150837620618734
2023-04-30,14245,FATE,FATE THERAPEUTICS INC,0.01,0.061272,0.04995159572837183
2023-04-30,80306,BCRX,BIOCRYST PHARMACEUTICALS INC,0.01,-0.09117,0.04787697663359897
2023-04-30,76461,VERU,VERU INC,0.01,0.09118799999999999,0.047305084636310786
2023-04-30,84604,CTIC,C T I BIOPHARMA CORP,0.01,0.153503,0.0466903174574645
2023-04-30,19184,ARQT,ARCUTIS BIOTHERAPEUTICS INC,0.01,0.25454200000000005,0.04642924277628489
2023-04-30,18377,GOSS,GOSSAMER BIO INC,0.01,0.02017,0.04356922768213366
2023-04-30,18137,ALLO,ALLOGENE THERAPEUTICS INC,0.01,0.09555,0.04347660006114848
2023-04-30,15291,ETSY,ETSY INC,0.01,-0.09615800000000001,0.042199484108553426
2023-04-30,70519,C,CITIGROUP INC,0.01,0.011075000000000002,0.042131605109952716
2023-04-30,80069,ARWR,ARROWHEAD PHARMACEUTICALS INC,0.01,0.390454,0.04016502233822754
2023-04-30,49656,BK,BANK OF NEW YORK MELLON CORP,0.01,-0.058105,0.039835466410209255
2023-04-30,87583,AGEN,AGENUS INC,0.01,0.0086,0.0389866151562518
2023-04-30,14044,AGIO,AGIOS PHARMACEUTICALS INC,0.01,-0.007994000000000001,0.03894975736732225
2023-04-30,23568,MBC,MASTERBRAND INC,0.01,9.099999999999994e-05,0.038911326582679595
2023-04-30,15065,FGEN,FIBROGEN INC,0.01,-0.08617000000000001,0.038517632506501844
2023-04-30,21125,ZIP,ZIPRECRUITER INC,0.01,0.059095,0.03803029960494393
2023-04-30,90285,MNKD,MANNKIND CORP,0.01,-0.064616,0.03794565781976634
2023-04-30,14797,CDNA,CAREDX INC,0.01,-0.11852,0.03760483703838183
2023-04-30,19635,HRMY,HARMONY BIOSCIENCES HLDGS INC,0.01,-0.016197,0.03733206514789732
2023-04-30,27888,CFR,CULLEN FROST BANKERS INC,0.01,0.042971,0.03681225876479532
2023-04-30,14690,ARDX,ARDELYX INC,0.01,-0.072534,0.03662364536960219
2023-04-30,14436,RARE,ULTRAGENYX PHARMACEUTICALS INC,0.01,0.08538699999999999,0.036402263405573204
2023-04-30,16964,SPCE,VIRGIN GALACTIC HOLDINGS INC,0.01,-0.10487500000000001,0.03596857910635596
2023-04-30,21894,FORG,FORGEROCK INC,0.01,-0.03131,0.03587809777978953
2023-04-30,15937,EDIT,EDITAS MEDICINE INC,0.01,0.12187699999999999,0.03571636320268565
2023-04-30,47896,JPM,JPMORGAN CHASE & CO,0.01,0.06552799999999999,0.035621587183522756
2023-04-30,16304,NTNX,NUTANIX INC,0.01,-0.08097700000000001,0.03556269928361208
2023-04-30,13816,MODN,MODEL N INC,0.01,-0.083413,0.03544320078607378
2023-04-30,12579,GEVO,GEVO INC,0.01,-0.250393,0.03539565020443002
2023-04-30,64961,NXGN,NEXTGEN HEALTHCARE INC,0.01,-0.042123999999999995,0.03538108875481764
2023-04-30,21593,XMTR,XOMETRY INC,0.01,-0.075784,0.03530050545199238
2023-04-30,19660,SUMO,SUMO LOGIC INC,0.01,-0.001971,0.03462305820954099
2023-04-30,79747,AUB,ATLANTIC UNION BANKSHARES CORP,0.01,-0.187092,0.03458377512242292
2023-04-30,18566,SILK,SILK ROAD MEDICAL INC,0.01,0.12132799999999999,0.03434761327019514
2023-04-30,58246,NTRS,NORTHERN TRUST CORP,0.01,-0.11676800000000001,0.034295637980930584
2023-04-30,18452,LYFT,LYFT INC,0.01,0.102077,0.03425268779598168
2023-04-30,59408,BAC,BANK OF AMERICA CORP,0.01,0.020135999999999998,0.033996179260196435
2023-04-30,89826,TCBI,TEXAS CAPITAL BANCSHARES INC,0.01,0.022708,0.03362312907766266
2023-04-30,14359,XNCR,XENCOR INC,0.01,-0.05563,0.03358438363157445
2023-04-30,17974,REPL,REPLIMUNE GROUP INC,0.01,-0.056301,0.03332973534275138
2023-04-30,14054,MRTX,MIRATI THERAPEUTICS INC,0.01,0.18813,0.03316815812603329
2023-04-30,13379,SPLK,SPLUNK INC,0.01,-0.10418200000000001,0.032877751814681604
2023-04-30,84511,VCEL,VERICEL CORP,0.01,0.07105299999999999,0.03287135106078024
2023-04-30,71563,TFC,TRUIST FINANCIAL CORP,0.01,-0.048214999999999994,0.032664408953869885
2023-04-30,23433,RXO,R X O INC,0.01,-0.08256100000000001,0.03264582119073714
2023-04-30,19058,SI,SILVERGATE CAPITAL CORP,0.01,-0.17030700000000001,0.03259261934589842
2023-04-30,90162,GNW,GENWORTH FINANCIAL INC,0.01,0.153731,0.0325852498337669
2023-04-30,15440,WING,WINGSTOP INC,0.01,0.086403,0.031979352568981996
2023-04-30,16595,SNAP,SNAP INC,0.01,-0.226655,0.031850328590812264
2023-04-30,88351,INSM,INSMED INC,0.01,0.14005499999999999,0.03147166814301781
2023-04-30,22081,AVDX,AVIDXCHANGE HOLDINGS INC,0.01,-0.051075999999999996,0.03137028855372166
2023-04-30,13410,SUPN,SUPERNUS PHARMACEUTICALS INC,0.01,0.013749,0.031247226133503087
2023-04-30,17034,ALTR,ALTAIR ENGINEERING INC,0.01,-0.046075,0.03119639307836608
2023-04-30,84275,UNFI,UNITED NATURAL FOODS INC,0.01,0.031275000000000004,0.03100456182066464
2023-04-30,91348,ATEC,ALPHATEC HOLDINGS INC,0.01,-0.077999,0.03063613819742473
2023-04-30,84519,CIEN,CIENA CORP,0.01,-0.127022,0.03061720688291327
2023-04-30,19488,RNA,AVIDITY BIOSCIENCES INC,0.01,-0.195822,0.030492981446847825
2023-04-30,90126,CYTK,CYTOKINETICS INC,0.01,0.059162,0.030488689789639117
2023-04-30,66157,USB,U S BANCORP DEL,0.01,-0.052738999999999994,0.03048800534554559
2023-04-30,16140,TWLO,TWILIO INC,0.01,-0.214056,0.030443593094260445
2023-04-30,72726,STT,STATE STREET CORP,0.01,-0.048956,0.030022566287703223
2023-04-30,18062,ELAN,ELANCO ANIMAL HEALTH INC,0.01,0.0038069999999999996,0.03001057579552615
2023-04-30,16338,VVV,VALVOLINE INC,0.01,-0.014802,0.02994456086619124
2023-04-30,90925,FNF,FIDELITY NATIONAL FINL INC NEW,0.01,0.012392,0.029894039750241713
2023-04-30,13579,NBHC,NATIONAL BANK HOLDINGS CORP,0.01,-0.053252,0.02988328185702742
2023-04-30,15410,APPF,APPFOLIO INC,0.01,0.117986,0.029836448202893405
2023-04-30,81577,WAFD,WASHINGTON FEDERAL INC,0.01,-0.072697,0.02970367634419962
2023-04-30,38703,WFC,WELLS FARGO & CO NEW,0.01,0.059763000000000004,0.029623977637517444
2023-04-30,16816,BHF,BRIGHTHOUSE FINANCIAL INC,0.01,-0.0015999999999999999,0.02958619184446764
2023-04-30,90037,HTH,HILLTOP HOLDINGS INC,0.01,0.041861,0.029571728613680008
2023-04-30,21589,VERV,VERVE THERAPEUTICS INC,0.01,0.101076,0.0295108738599787
2023-04-30,75186,SCHW,SCHWAB CHARLES CORP NEW,0.01,-0.006313,0.029452742602563017
2023-04-30,90178,ALNY,ALNYLAM PHARMACEUTICALS INC,0.01,-0.009231,0.029361028320784806
2023-04-30,60186,OMI,OWENS & MINOR INC NEW,0.01,0.064401,0.029333126501162293
2023-04-30,78829,UMBF,U M B FINANCIAL CORP,0.01,0.09840399999999999,0.029287855417489746
2023-04-30,20117,RAMP,LIVERAMP HOLDINGS INC,0.01,0.094855,0.029125842203337082
2023-04-30,15318,ASB,ASSOCIATED BANC CORP,0.01,-0.011983,0.029098844947529963
2023-04-30,78840,IAC,IAC INC,0.01,-0.0003449999999999998,0.028914849353584356
2023-04-30,13046,UI,UBIQUITI INC,0.01,-0.147701,0.028872031533729907
2023-04-30,92095,INFN,INFINERA CORP,0.01,-0.187918,0.028850767103203154
2023-04-30,86356,EBAY,EBAY INC,0.01,0.042788,0.02879259910956191
2023-04-30,18184,FSR,FISKER INC,0.01,0.04522,0.028773104369207186
2023-04-30,93264,IRWD,IRONWOOD PHARMACEUTICALS INC,0.01,-0.014096000000000001,0.02853660845783152
2023-04-30,81095,NWBI,NORTHWEST BANCSHARES INC,0.01,-0.031903,0.028497075542847534
2023-04-30,11533,FICO,FAIR ISAAC CORP,0.01,0.032308,0.028476231654958835
2023-04-30,16971,EYE,NATIONAL VISION HOLDINGS INC,0.01,0.113133,0.028422782815673946
2023-04-30,13967,PTCT,P T C THERAPEUTICS INC,0.01,0.134675,0.02833605163687475
2023-04-30,19201,RVMD,REVOLUTION MEDICINES INC,0.01,0.08084799999999999,0.028313010029278447
2023-04-30,45306,IDCC,INTERDIGITAL INC,0.01,-0.06989300000000001,0.028242512877759286
2023-04-30,90634,AX,AXOS FINANCIAL INC,0.01,0.09793099999999999,0.02813670651521554
2023-04-30,85198,OZK,BANK O Z K,0.01,0.051623,0.027909934454270605
2023-04-30,64194,CHE,CHEMED CORP NEW,0.01,0.021464999999999998,0.02786634782477817
2023-04-30,18135,GH,GUARDANT HEALTH INC,0.01,-0.041183,0.027826787024799564
2023-04-30,90248,DPZ,DOMINOS PIZZA INC,0.01,-0.041231,0.02780815768233675
2023-04-30,85020,PPBI,PACIFIC PREMIER BANCORP INC,0.01,-0.07774500000000001,0.02776185997511093
2023-04-30,15145,BOX,BOX INC,0.01,-0.015958,0.027722528141336314
2023-04-30,78975,INTU,INTUIT INC,-0.01,-0.006118,-0.0019776679683413314
2023-04-30,80415,EXP,EAGLE MATERIALS INC,-0.01,0.0063089999999999995,-0.001985706167813921
2023-04-30,28222,APD,AIR PRODUCTS & CHEMICALS INC,-0.01,0.021255,-0.0020159169499986106
2023-04-30,16653,HCC,WARRIOR MET COAL INC,-0.01,-0.061935,-0.002096418502801829
2023-04-30,19316,MSGE,MADISON SQUARE GARDEN ENTMT CORP,-0.01,0.049204000000000005,-0.0021174230011876335
2023-04-30,13928,COP,CONOCOPHILLIPS,-0.01,0.033453000000000004,-0.0022159347726163053
2023-04-30,14882,CZR,CAESARS ENTERTAINMENT INC DE,-0.01,-0.075756,-0.002224721257626159
2023-04-30,21573,IP,INTERNATIONAL PAPER CO,-0.01,-0.08544800000000001,-0.0024491084587006575
2023-04-30,85390,PLCE,CHILDRENS PLACE INC,-0.01,-0.267242,-0.002566400170855139
2023-04-30,19070,ETNB,89BIO INC,-0.01,0.045605,-0.0026081692286342734
2023-04-30,16617,PUMP,PROPETRO HOLDING CORP,-0.01,-0.038411,-0.002634744093514302
2023-04-30,80926,CPE,CALLON PETROLEUM CO DEL,-0.01,-0.012611,-0.0027919147584231415
2023-04-30,17787,EQH,EQUITABLE HOLDINGS INC,-0.01,0.019991,-0.002821269445364401
2023-04-30,87055,COST,COSTCO WHOLESALE CORP NEW,-0.01,0.009139999999999999,-0.0028696626026442386
2023-04-30,18224,AMR,ALPHA METALLURGICAL RES INC,-0.01,-0.064153,-0.002960026661166291
2023-04-30,79668,BDC,BELDEN INC NEW,-0.01,-0.09445500000000001,-0.0030577756018580343
2023-04-30,26825,K,KELLOGG CO,-0.01,0.038325000000000005,-0.0031097052701419027
2023-04-30,24248,ALE,ALLETE INC,-0.01,-0.034555,-0.0031166216374419083
2023-04-30,93002,AVGO,BROADCOM INC,-0.01,-0.027084,-0.003162618563952309
2023-04-30,16648,SNDR,SCHNEIDER NATIONAL INC,-0.01,-0.025322,-0.0032215493704874972
2023-04-30,89002,BFH,BREAD FINANCIAL HOLDINGS INC,-0.01,-0.09335,-0.003300687583107609
2023-04-30,90377,ONTO,ONTO INNOVATION INC,-0.01,-0.082156,-0.003439883451588927
2023-04-30,15398,CC,CHEMOURS CO,-0.01,-0.032698,-0.0034747811742523813
2023-04-30,19081,SITM,SITIME CORP,-0.01,-0.241002,-0.0035027485517729485
2023-04-30,16019,RRR,RED ROCK RESORTS INC,-0.01,0.091267,-0.003539162497822785
2023-04-30,12476,TRGP,TARGA RESOURCES CORP,-0.01,0.038696,-0.003554904987575238
2023-04-30,20583,CHK,CHESAPEAKE ENERGY CORP,-0.01,0.083683,-0.0036801180450810357
2023-04-30,87426,LCII,L C I INDUSTRIES,-0.01,0.024484,-0.0037694918372229644
2023-04-30,10200,RGEN,REPLIGEN CORP,-0.01,-0.10301,-0.003778379703786994
2023-04-30,16771,MGY,MAGNOLIA OIL & GAS CORP,-0.01,-0.038375,-0.0037876591331773204
2023-04-30,21029,RUM,RUMBLE INC,-0.01,-0.20764,-0.003794612483523613
2023-04-30,42877,JBHT,HUNT J B TRANSPORT SERVICES INC,-0.01,-0.004609,-0.003970479844283574
2023-04-30,78081,LGND,LIGAND PHARMACEUTICALS INC,-0.01,0.034288000000000006,-0.004236036468272766
2023-04-30,18480,TW,TRADEWEB MARKETS INC,-0.01,-0.1126,-0.0043232627511350825
2023-04-30,21890,BROS,DUTCH BROS INC,-0.01,-0.018816,-0.004325209343177665
2023-04-30,28484,HES,HESS CORP,-0.01,0.09247599999999999,-0.004411325013044476
2023-04-30,10158,AMRC,AMERESCO INC,-0.01,-0.158455,-0.004478805391005536
2023-04-30,22928,DO,DIAMOND OFFSHORE DRILLING INC,-0.01,-0.049321,-0.004488452113324109
2023-04-30,91668,IPGP,I P G PHOTONICS CORP,-0.01,-0.071193,-0.004565798477225573
2023-04-30,16086,HTZ,HERTZ GLOBAL HOLDINGS INC NEW,-0.01,0.020301,-0.0045892425075120535
2023-04-30,25487,CAR,AVIS BUDGET GROUP INC,-0.01,-0.09671,-0.004593376810966875
2023-04-30,17073,ESTE,EARTHSTONE ENERGY INC,-0.01,0.038635,-0.004628940988188437
2023-04-30,83244,CENX,CENTURY ALUMINUM CO,-0.01,-0.14464,-0.004660453462615078
2023-04-30,18368,NFE,NEW FORTRESS ENERGY INC,-0.01,0.025582,-0.004741955140405681
2023-04-30,14579,PAYC,PAYCOM SOFTWARE INC,-0.01,-0.048506999999999995,-0.004751330366815135
2023-04-30,27633,R,RYDER SYSTEMS INC,-0.01,-0.116594,-0.0048777085416785645
2023-04-30,15303,VKTX,VIKING THERAPEUTICS INC,-0.01,0.27624000000000004,-0.005069516609413398
